pam_caseid,year_count,cowcode,country,country_accorddate,accord name,year,war_start,cease_date,amnest_prov,amnest_init,amnest_implem,amnest_rev,addloss_prov,addloss_init,addloss_implem,addloss_rev,arbint_prov,arbint_init,arbint_implem,arbint_revers,bound_prov,bound_init,bound_implem,bound_revers,cease_prov,cease_init,cease_implem,cease_revers,child_prov,child_init,child_implem,child_revers,citiz_prov,citiz_init,citiz_implem,citiz_revers,civadm_prov,civadm_init,civadm_impem,civadm_revers,const_prov,const_init,const_implem,const_revers,cultr_prov,cultr_init,cultr_implem,cultr_revers,decen_prov,decen_init,decen_implem,decen_revers,demob_prov,demob_init,demob_implem,demob_revers,develop_prov,develop_init,develop_iplem,develop_revers,disarm_prov,disarm_init,disarm_implem,disarm_revers,disput_prov,disput_init,dispute_implem,dispute_revers,donor_prov,donor_init,donor_implem,donor_revers,educat_prov,educat_init,educat_implem,educat_revers,elect_prov,elect_init,elect_implem,elect_revers,embarg_prov,embarg_init,embarg_implem,embarg_revers,ethrel_prov,ethrel_init,ethrel_implem,ethrel_revers,exerefm_prov,exerefm_init,exerefm_implem,exerefm_revers,humrts_prov,humrts_init,humrts_implem,humrts_revers,idps_prov,idps_init,idps_implem,idps_revers,indmin_prov,indmin_init,indmin_implem,indmin_revers,indrefer_prov,indrefer_init,indrefer_implem,indrefer_revers,judrfm_prov,judrfm_init,judrfm_implem,judrfm_revers,legref_prov,legref_init,legref_implem,legref_revers,media_prov,media_init,media_implem,media_revers,milrfm_prov,milrfm_init,milrfm_implem,milrfm_revers,minrts_prov,minrts_init,minrts_implem,minrts_revers,natres_prov,natres_init,natres_implem,natres_revers,offlan_prov,offlan_init,offlan_implem,offlan_revers,pargrp_prov,pargrp_init,pargrp_implem,pargrp_revers,polrfm_prov,polrfm_init,polrfm_implem,polrfm_revers,powtran_prov,powtran_init,powtran_implem,powtran_revers,prisr_prov,prisr_init,prisr_implem,prisr_revers,ratm_prov,ratm_init,ratm_implem,ratm_revers,refug_prov,refug_init,refug_implem,refug_revers,regpkf_prov,regpkf_init,regpkf_implem,regpkf_revers,reint_prov,reint_init,reint_implem,reint_revers,repar_prov,repar_init,repar_implem,repar_revers,roa_prov,roa_init,roa_implem,roa_revers,selfd_prov,selfd_init,selfd_implem,selfd_revers,terpow_prov,terpow_init,terpow_implem,terpow_revers,time_prov,time_init,time_implem,time_revers,truth_prov,truth_init,truth_implem,truth_revers,unpkf_prov,unpkf_init,unpkf_implem,unpkf_revers,untran_prov,untran_init,untran_implem,untran_revers,verify_prov,verify_init,verify_implem,verify_revers,with_prov,with_init,with_implem,with_revers,women_prov,women_init,women_implem,women_revers,total_prov,total_implem_points,agg_implem_score
20,2,540,Angola,Angola (11/15/1994),"Lusaka Protocol, Nov 15 1994",1995,11-Nov-75,15-Nov-94,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,18,14,25.92593
31,4,840,Philippines,Philippines (9/2/1996),"Mindanao Final Agreement, Sep 02 1996",1999,18-Mar-68,07-Nov-93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,24,19,26.38889
31,5,840,Philippines,Philippines (9/2/1996),"Mindanao Final Agreement, Sep 02 1996",2000,18-Mar-68,07-Nov-93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,24,19,26.38889
34,1,910,Papua New Guinea,Papua New Guinea (8/30/2001),"Bougainville Peace Agreement, Aug 30 2001",2001,26-May-89,23-Jan-98,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,25,22,29.33333
9,4,433,Senegal,Senegal (12/30/2004),"General Peace Agreement between the Government of the Republic of Senegal and MFDC, Dec 30 2004",2008,31-Aug-90,30-Dec-04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,29.62963
9,5,433,Senegal,Senegal (12/30/2004),"General Peace Agreement between the Government of the Republic of Senegal and MFDC, Dec 30 2004",2009,31-Aug-90,30-Dec-04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,29.62963
9,6,433,Senegal,Senegal (12/30/2004),"General Peace Agreement between the Government of the Republic of Senegal and MFDC, Dec 30 2004",2010,31-Aug-90,30-Dec-04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,29.62963
9,7,433,Senegal,Senegal (12/30/2004),"General Peace Agreement between the Government of the Republic of Senegal and MFDC, Dec 30 2004",2011,31-Aug-90,30-Dec-04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,29.62963
9,8,433,Senegal,Senegal (12/30/2004),"General Peace Agreement between the Government of the Republic of Senegal and MFDC, Dec 30 2004",2012,31-Aug-90,30-Dec-04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,29.62963
29,,790,Nepal,Nepal (11/21/2006),"Comprehensive Peace Agreement, Nov 21 2006",2006,13-Feb-96,26-May-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,2,0,29,26,29.88506
25,2,660,Lebanon,Lebanon (10/22/1989),"Taif Accord, Oct 22 1989",1990,13-Apr-74,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,18,17,31.48148
7,1,404,Guinea-Bissau,Guinea-Bissau (11/1/1998),"Abuja Peace Agreement , Nov 01 1998",1998,07-Jun-98,26-Aug-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,8,33.33333
9,1,433,Senegal,Senegal (12/30/2004),"General Peace Agreement between the Government of the Republic of Senegal and MFDC, Dec 30 2004",2005,31-Aug-90,30-Dec-04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,33.33333
9,2,433,Senegal,Senegal (12/30/2004),"General Peace Agreement between the Government of the Republic of Senegal and MFDC, Dec 30 2004",2006,31-Aug-90,30-Dec-04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,33.33333
9,9,433,Senegal,Senegal (12/30/2004),"General Peace Agreement between the Government of the Republic of Senegal and MFDC, Dec 30 2004",2013,31-Aug-90,30-Dec-04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,33.33333
9,10,433,Senegal,Senegal (12/30/2004),"General Peace Agreement between the Government of the Republic of Senegal and MFDC, Dec 30 2004",2014,31-Aug-90,30-Dec-04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,33.33333
17,2,517,Rwanda,Rwanda (8/4/1993),"Arusha Accord – 4 August 1993, Aug 04 1993",1994,03-Oct-90,29-Mar-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,3,0,0,0,0,0,1,1,3,0,1,1,3,0,0,0,0,0,26,26,33.33333
20,3,540,Angola,Angola (11/15/1994),"Lusaka Protocol, Nov 15 1994",1996,11-Nov-75,15-Nov-94,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,18,20,37.03704
26,1,702,Tajikistan,Tajikistan  (6/27/1997),"General Agreement on the Establishment of Peace and National Accord in Tajikistan, Jun 27 1997",1997,10-May-92,11-Dec-96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,21,24,38.09524
8,4,432,Mali,Mali (1/6/1991),"National Pact, Jan 06 1991",1995,01-Oct-90,06-Jan-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,16,19,39.58333
30,1,811,Cambodia,Cambodia (10/23/1991),"Framework for a Comprehensive Political Settlement of the Cambodia Conflict, Oct 23 1991",1991,01-Jan-67,01-May-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,3,0,0,0,0,0,21,25,39.68254
25,3,660,Lebanon,Lebanon (10/22/1989),"Taif Accord, Oct 22 1989",1991,13-Apr-74,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,18,22,40.74074
16,1,516,Burundi,Burundi (8/28/2000),"Arusha Peace and Reconciliation Agreement / Pretoria Protocol, Nov 02 2003",2003,28-Jun-98,16-Nov-03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,2,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,1,1,3,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,1,1,3,0,1,1,2,0,1,1,3,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,0,0,0,35,44,41.90476
12,1,450,Liberia,Liberia (8/18/2003),"Accra Peace Agreement, Aug 18 2003",2003,01-Jan-00,17-Jun-03,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,1,1,1,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,1,1,2,0,1,1,3,0,0,0,0,0,1,0,0,0,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,27,34,41.97531
19,1,522,Djibouti,Djibouti (5/12/2001),"Agreement for the Reform and Civil Concord , May 12 2001",2001,01-Feb-98,07-Feb-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,1,1,1,0,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,42.59259
