X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
,,522218212,way,9,,hospital,,,,,51821071,,,,1a8cbeba5c5d40bdbf68c6a3c3e2aeac,,,,,,0,1,,2017/09/07 18:32:55,,,,,CSREF,,StrataNL,,,,,,
-6.42337363780021,13.3222334914939,2163839467,node,18,,clinic,,,,,71225941,,,,078929da38e04211ab78434a9423a789,,,,OMS Survey,,0,3,,2019/06/13 16:59:02,,,,,Centre de Santé Communautaire de Konodioini,,mapman44,yes,,,,clinic,
-10.4021407823001,12.6028039294561,2163839509,node,15,,clinic,,,,,26850038,,,,6ba7117535024789a475f583c03971a7,,,,OMS Survey,,0,2,,2014/11/17 18:59:48,,,,,Centre de Santé Communautaire de Kouroukoto,,jgc,yes,,,,,
-7.93181965729852,12.5241653329773,3386256122,node,9,,pharmacy,,,,,40264507,,,,6a2e3fd0670d492b8549ff06a29300e8,,,,,,0,2,,2016/06/24 15:32:32,,,,,,,Jean-Marc Liotier,,,,no,,
-7.9277902249859,12.315839332208,3190396950,node,15,,clinic,,,,,26871508,,,,e74a39a661914a128d44f7c83116d6a3,,,,OMS Survey,,0,2,,2014/11/18 19:20:59,,,,,Centre de Santé Communautaire de Heremakonon,,FTA,yes,,,,,
-5.77683453068281,11.7945676841997,5979658768,node,12,,doctors,,,,,68404386,,,,7666f968c915437a8e04551a12c2808e,,,,Bing,,0,2,,2019/03/22 10:01:39,,,,,Centre de Santé,,Jean-Marc Liotier,,,,,,
-7.92767623110274,12.3157357318847,2163838773,node,9,,clinic,,,,,26871508,,,,7a6016250b8845f38184c658386da827,,,,,,0,3,,2014/11/18 19:20:59,,,,,CSCOM de ASACOHERE,,FTA,,,,,,
-8.04982537077424,12.6043968263351,3683928895,node,15,,pharmacy,,,,,33153454,,,,2004b299b1dd452f8955065010981fd7,,24/7,,,,0,1,,2015/08/06 12:07:25,,,,,Prospérité,,Samba Zacharie,,,,yes,,
-7.96314123689632,12.6686085748907,1805336246,node,9,,pharmacy,,,,,12049675,,,,4df2e2987e464e3cbace0fdec2b0f06d,,,,,,0,1,,2012/06/28 18:34:06,,,,,,,Fadiga Ibrahima,,,,no,,
-6.29224747982988,13.4341130395782,6088671385,node,9,,pharmacy,,,,,64852143,,,,d45b33d930ad4ed8885d875e2c0269c3,,,,,,0,1,,2018/11/24 19:42:08,,,,,Coulibaly,,Montanchego,,,,,,
-8.00026133329055,12.6620378333549,2163840543,node,9,,doctors,,,,,27087569,,,,011423906c1c4f769a937d27c55dc116,,,,,,0,2,,2014/11/28 11:35:14,,,,,Mutec Santé,,AnibalRei,,,,,,
-6.25031776357565,13.4336746660422,2163840692,node,9,,pharmacy,,,,,16980217,,,,3b7008f650c84cb48c5d800b99711c15,,,,,,0,2,,2013/07/16 21:26:09,,,,,Officine SARAKOLE,,Paul Mallet,,,,,,
-7.43732098149289,10.9945824167893,3617967483,node,12,,pharmacy,,,,,32209716,,,,a8f3930bdcc34d28a57728212274a17b,,,,,,0,1,,2015/06/25 17:16:57,,,,,Pharmacie,,Mamery KANE,,,,no,,
,,873143153,way,12,,hospital,,,,,94383997,,,,d12ce9d57b054703b88544202791992b,,,,,,0,2,,2020/11/18 17:43:59,,,,,maternité,,MamaTraoré,,,,,hospital,
-7.99212954610772,12.5684554769842,5260848321,node,9,,pharmacy,,,,,54282640,,,,d9c165ed6f414916a6412562382398a0,,,,,,0,1,,2017/12/02 21:36:15,,,,,Souleymane KONE,,YayaZie,,,,,,
-7.98360833570348,12.642657029199,3246869445,node,9,,pharmacy,,,,,27618221,,,,e0a2f1a4c8be4cd6a758442841508a1f,,,,,,0,1,,2014/12/21 21:08:34,,,,,Pharmacie Bassan,,SeverinGeo,,,,,,
-6.24969406616052,13.4335045972268,2163841695,node,9,,doctors,,,,,16980217,,,,12c7d9c37e9f428b9dea89ef86e27e50,,,,,,0,2,,2013/07/16 21:26:10,,,,,doctors Médical YIDA KOUYATE,,Paul Mallet,,,,,,
-8.24300007572907,11.639999941443,2163838880,node,15,,clinic,,,,,26849413,,,,85684aa434f84d39943aa30eeb67d2d0,,,,OMS Survey,,0,2,,2014/11/17 18:31:52,,,,,Centre de Santé Communautaire de Binko,,jgc,yes,,,,,
-7.95322150594757,12.5811286631255,3386480003,node,12,,pharmacy,,,,,29296423,,,,577dd3b91765418b8d6b8761751cd085,,,,,,0,1,,2015/03/06 19:36:39,,,,,Pharmacie Dramela,,kalifaba,,,,no,,
,,215086558,way,9,,clinic,,,,,15583256,,,,dcf3b32a10b34ae6b673fe6781e7128d,,,,,,0,1,,2013/04/02 15:50:24,,,,,CSCOM de BENDIELY,,mapwitch,,,,,,
-9.47743606461006,13.0402380217232,7722282538,node,9,,pharmacy,,,,,88107647,,,,317b8c118bb34431819cc84043928877,,,,,,0,1,,2020/07/16 22:02:35,,,,,Pharmacie Soulemane Diakité,,Daouda Sangare,,,,,,
-9.47024246384944,13.0374159187437,5338700396,node,9,,pharmacy,,,,,55427478,,,,fd8799e941cd4176bcc20fd342e5d3cb,,,,,,0,1,,2018/01/14 11:12:21,,,,,Pharmacie du Mont de Kita,,sulbi,,,,,,
-7.98249077655336,12.5888497370528,2525517538,node,6,,pharmacy,,,,,18803217,,,,f2c8cee4cd9c4257bd6f0b5c41c3379d,,,,,,0,1,,2013/11/09 18:02:18,,,,,,,barou,,,,,,
-5.98338004758003,14.2500399324533,2158443192,node,12,,clinic,,,,,26859604,,,,8defbbc8308249d9a7a75b7dc4e0f827,,,,OMS Survey,,0,4,,2014/11/18 08:13:20,,,,,Centre de Santé de Référence de Niono,,jgc,,,,,,
-7.93805143466994,12.677790195446,1838472571,node,9,,clinic,,,,,67078771,,,,f494784a72e64d11827d32a268d00a56,,,,,,0,2,,2019/02/10 18:09:37,,,,,Clinique Experience,,Jean-Marc Liotier,,,,,,
-7.93406885719608,12.578869321125,2163840356,node,9,,pharmacy,,,,,19018224,,,,f46a8614b04f4d48a6922879567a0eba,,,,,,0,2,,2013/11/20 17:00:09,,,,,ESPOIR,,barou,,,,,,
-8.03472042688429,13.5711766862995,2158443115,node,12,,clinic,,,,,34101014,,,,2a8859b0bf3e433c9d99c120e32ee505,,,,OMS Survey,,0,6,,2015/09/18 11:29:38,,,,,Centre de Santé de Référence de Kolokani,,Jake Strine,,,,,,
-7.92942092424832,12.6734821486719,1805225128,node,9,,pharmacy,,,,,12048811,,,,0143c64e6a5548838cde37bb5fbe1d9e,,,,,,0,1,,2012/06/28 16:58:24,,,,,,,Fadiga Ibrahima,,,,no,,
-10.178520071353,12.4509399372061,2163839852,node,15,,clinic,,,,,26836788,,,,289f5d0d00cc4fd9a2b5592abeb81c54,,,,OMS Survey,,0,2,,2014/11/17 05:33:13,,,,,Centre de Santé Communautaire de Sitaninkoto,,jgc,yes,,,,,
,,561223713,way,15,,hospital,,,LABORATOIRE,,71225653,,,,d15b1d15ffe54fc38e3b3b6de0f7777e,,,,,,0,2,,2019/06/13 16:50:55,,,,,INRSP,,mapman44,,,,,hospital,
-8.5496324734977,11.4962925468092,6013979375,node,12,,doctors,,,Vitry,,68404386,,,,c7c0983fe0d64f84b9af4ef4dc0503a0,,,,,,0,3,,2019/03/22 10:01:39,,,,,Case de santéi,,Jean-Marc Liotier,,,,,,
-7.97617023482729,12.673392546127,5223073825,node,9,,pharmacy,,,,,53689743,,,,b44beaaf67d2485db533b7faddf9eced,,,,,,0,1,,2017/11/11 12:43:00,,,,,Pharmacie Guina,,Toure 15,,,,,,
,,827694104,way,12,,hospital,,,Public,,89074081,,,,ac0e452ae6564bbba635c7208b32f897,,,,,,0,2,,2020/08/07 06:51:30,,,,,Centre de Santé de Référence de Kita SCFR,,Jean-Marc Liotier,,,,,,
,,299512081,way,9,,pharmacy,,254,,,24935198,,,,f2b55f80aa4a44f0974ed380183e52ac,,,,,,0,1,,2014/08/22 15:49:06,,,,,,,Fadiga Ibrahima,,,,,,
-7.98101002953871,12.4634799349059,2163841685,node,9,,doctors,,,,,26943745,,,,60a87c7570b444b482b099dca957550e,,,,,,0,2,,2014/11/22 00:55:18,,,,,doctors Médical TATA SYLLA,,bgirardot,,,,,,
-7.91100730789964,11.9928472196443,4599792790,node,12,,pharmacy,,,,,45051205,,,,995042eb4ddc4145b22028dbf981371d,,,,survey,,0,1,,2017/01/10 13:43:01,,,,,Djitoumou Santé,,Jean-Marc Liotier,,,,,,
,,202539408,way,15,,clinic,,,,,78283447,,,,a931431a39ec4bc1ab970570c0265b46,,,,,,0,5,yes,2019/12/11 23:25:56,,,,,Clinique Pasteur,,SerV,,,,,clinic,
-4.27336920568828,13.2466024895118,4957137721,node,9,,doctors,,,,,50113516,,,,65fa86989a3f476e965bf51a38ffc25c,,,,,,0,1,,2017/07/07 16:45:58,,,,,Cscom,,Toulassana,,,,,,
-7.43100002067169,11.3399999760175,2163839431,node,15,,clinic,,,,,26821015,,,,c8d7367ab2c64ccabbacd831335c83d5,,,,OMS Survey,,0,2,,2014/11/16 12:48:35,,,,,Centre de Santé Communautaire de Kle-Sokoro,,jgc,yes,,,,,
-7.20606293183113,13.2182873309443,2163839977,node,15,,clinic,,,,,26881046,,,,12528ec9687d436787bf539d74efe32b,,,,OMS Survey,,0,2,,2014/11/19 07:55:41,,,,,Centre de Santé Communautaire de Tougouni,,jgc,no,,,,,
-7.80452210124074,13.6807160908368,5230086723,node,9,,doctors,,,,,53799017,,,,cf8ef1771f7a40e58822fb1688d8f8eb,,,,,,0,1,,2017/11/15 10:46:10,,,,,CSCOM Manta,,Toure 15,,,,,,
-8.00653745092978,12.6717433228585,5333108176,node,9,,pharmacy,,,,,55349939,,,,60509d0323be4d4b87abbe3e5dc2c664,,,,,,0,1,,2018/01/11 11:54:25,,,,,Pharmacie Koulouba,,Araba,,,,,,
-7.95979526496848,12.6200885872663,3811329558,node,12,,doctors,,,,,71225341,,,,b1eb5eb6e98f4036864af80ddd7e8c41,,,,,,0,2,,2019/06/13 16:42:52,,,,,Cabinet Medical Mossoula,,mapman44,,,,,doctor,
-8.16057822343393,12.7904178283885,5462911725,node,9,,doctors,,,,,56979675,,,,3385617253ec444698cfac182dac589d,,,,,,0,1,,2018/03/07 20:07:20,,,,,Centre de Santé,,Toure 15,,,,,,
-8.63318957075867,12.2263488533285,2163839643,node,15,,clinic,,,,,26849413,,,,d714ebde14124d9782f28278445934f0,,,,OMS Survey,,0,2,,2014/11/17 18:31:53,,,,,Centre de Santé Communautaire de Naréna,,jgc,no,,,,,
-0.351121569563475,16.9534324480493,2157549633,node,12,,clinic,,,,,26859604,,,,6c9fe578cfc94018b073a22c529619ad,,,,OMS Survey,,0,4,,2014/11/18 08:13:16,,,,,Centre de Santé de Référence de Bourem,,jgc,,,,,,
-8.04938171663926,12.604518028655,7501587639,node,12,,pharmacy,,,,,84945902,,,,0a7ac1a2497f4c0fb12958a6abc38be3,,07h-22h,,,,0,1,,2020/05/09 17:20:49,,,,,Phamacie la Prospérité,,Lassine77,,,,,,
-6.25051096644381,13.433243836219,2163841673,node,9,,doctors,,,,,16980217,,,,4839aa26ca6449f798114eb3732d60b5,,,,,,0,2,,2013/07/16 21:26:10,,,,,doctors Médical SANTORO,,Paul Mallet,,,,,,
-8.02075986423461,12.5860858883003,5207086762,node,12,,pharmacy,,,,,77315665,,,,07f3fbbe71814aa681a05669533f55f2,,,,,,0,2,,2019/11/20 10:24:49,,,,,Pharmacie du peuple,,SerV,,,,,pharmacy,
-7.71549296231197,15.258007542603,2163839780,node,9,,clinic,,,,,33764369,,,,9e23ebea66c14a09a80499ed72c418dd,,,,,,0,2,,2015/09/03 03:23:31,,,,,CSCOM de SAMPAGA,,SReed,,,,,,
-9.35358204583306,12.8102270316155,3190958799,node,12,,clinic,,,,,26834382,,,,08133003eb4141af9f5d9d9e5c21fe1c,,,,Cluster Nutrition,,0,1,,2014/11/17 00:27:03,,,,,Centre de Santé Communautaire de Senko,,jgc,,,,,,
-8.06701405579312,12.5862216751318,7737182395,node,9,,pharmacy,,,,,95347947,,,,1c4c5d15c1f34f1f929ba3547833b9d3,,,,,,0,2,,2020/12/05 20:47:58,,,,,PHARMACIE MAKORO KONE,,UNGSC-DTLM-Ale_Zena,,,,,,
-6.27595733483119,13.4430654989007,7730996886,node,9,,doctors,,,,,88243229,,,,05b34295600d44ed966b5ac925e0b1b7,,,,,,0,1,,2020/07/20 11:26:20,,,,,CSCOM Banani saba,,ly09,,,,,,
-6.50212572524794,13.2769920852958,2163839596,node,15,,clinic,,,,,26895573,,,,204ebc0bd3da47a8a4bb0e10588bc03d,,,,OMS Survey,,0,2,,2014/11/19 20:59:09,,,,,Centre de Santé Communautaire de Massala,,jgc,no,,,,,
-8.0273892790926,12.6518993347333,5128272172,node,9,,pharmacy,,,,,71225653,,,,fe88f3049fd5473fb125761dedcd37a3,,,,,,0,2,,2019/06/13 16:50:55,,,,,,,mapman44,,,,,pharmacy,
-7.95636312707603,12.6062265957979,3386438298,node,12,,pharmacy,,,,,29296036,,,,505c2ae41c644f96bdcccbbb5102ea56,,,,,,0,1,,2015/03/06 19:15:20,,,,,Parmacie Espace Santé,,Mamery KANE,,,,yes,,
-12.0189371495515,14.2916098974233,6010894986,node,12,,doctors,,,,,63845522,,,,56bf70d392e544e0a55fcc01f6a6d9ef,,24/7,,,,0,1,,2018/10/24 19:50:23,,,,,CSCOM de Dakassenou,,ly09,,,,,,
-7.90992143234351,12.6094588252997,3386467409,node,12,,pharmacy,,,,,60620309,,,,d2818cc673144d368df39b23487dbab5,,"08:30-12:30,15:30-20:00",,,,0,3,,2018/07/11 15:23:50,,,,,Djimmy,,Jean-Marc Liotier,,,,,,
,,791252893,way,18,,hospital,,,,,83458751,,,,190b96ce5cea47db9d4455853d8f048d,,,,Bing,,0,1,,2020/04/13 07:50:27,,,,Mopti,Hôpital SOMINO DOLO,,_aahu_,,,,,hospital,
2.40219993158036,15.9181999317997,3189067710,node,12,,clinic,,,,,26859604,,,,6758c823ad694dc6be68b92223442231,,,,OMS Survey,,0,4,,2014/11/18 08:13:20,,,,,Centre de Santé de Référence de Ménaka,,jgc,,,,,,
-11.4232091394719,14.427710379651,5211078125,node,15,,pharmacy,,RN 22,,,53513237,,,,c071df5b63fb486fa9d6d8ff8414a45b,,24/7,,,,0,1,,2017/11/04 20:16:20,,,,,Pharmacie Cherifla,,Bamodi Malick Bane,,,,,,
-6.95710423050463,12.7813160873704,4959018425,node,12,,pharmacy,,,,,71225823,,,,e6b6f7d0569b44b3995f8740bf906b72,,,,,,0,3,,2019/06/13 16:55:38,,,,,Pharmacie Office Mata,,mapman44,,,,,pharmacy,
,,426568420,way,15,,hospital,,,,,71225653,,,,dcd3462958c543bf9f4c4f55b133bf0c,,,,OMS Survey,,0,3,,2019/06/13 16:50:55,,,,,École fondamentale,,mapman44,,,,,hospital,
-7.98531002968576,12.5754399492606,3192801061,node,15,,clinic,,,,,26858587,,,,1491fdde5ff546e08a5a3dd0f3f26ac7,,,,OMS Survey,,0,1,,2014/11/18 06:40:04,,,,,Centre de Santé Communautaire ASACOKAL,,jgc,yes,,,,,
-7.93582570410126,12.656995950958,5889447650,node,9,,pharmacy,,,,,62358717,,,,92b3a7b38aed4739a6f4b6f7078e36e0,,,,,,0,1,,2018/09/07 01:06:08,,,,,Pharmacie Bel Air,,saliousoft,,,,,,
-5.66904292059527,11.3172272671044,4891931330,node,9,,clinic,,,,,49194384,,,,84e300d1de7946f6bf46cb9ba1e148c5,,,,,,0,1,,2017/06/02 12:02:20,,,,,PMI,,Mamadougisminusma,,,,,,
-7.93142486965903,13.2009508729725,2163839718,node,15,,clinic,,,,,26881046,,,,189c7ad7f127470c99d878fc88da4bd2,,,,OMS Survey,,0,2,,2014/11/19 07:55:39,,,,,Centre de Santé Communautaire de Ouolodo,,jgc,yes,,,,,
-7.91122465064893,12.6094826299047,7691240193,node,9,,pharmacy,,,,,95347947,,,,d1813e8b10e34e8b8901f4b43c6b5ffc,,,,,,0,2,,2020/12/05 20:47:58,,,,,PHARMACIE SOULEY GUIROU,,UNGSC-DTLM-Ale_Zena,,,,,,
-7.99276833094859,12.6512543472841,6016410094,node,9,,pharmacy,,,,,63915247,,,,590d9d02a16e41798d3fc3d1bf7bbb8e,,,,,,0,1,,2018/10/26 21:28:17,,,,,Pharmacie Medine Santé,,Nathalie SIDIBE,,,,,,
-7.92850000454663,12.6683999493207,3192798444,node,15,,clinic,,,,,93542762,,,,b924f2a8f51a44c89b8b17cc291ca2d0,,,,OMS Survey,,0,2,,2020/11/04 12:21:09,,,,,Centre de Santé Communautaire ASACOBOUL2,,Jean-Marc Liotier,yes,,,,,
-6.76278866470884,12.9199855391018,4506825459,node,12,,doctors,,,,,68404386,,,,fe9ec66a9a3443619cdf191a97f1f1ac,,,,own Survey,,0,2,,2019/03/22 10:01:37,,,,,Centre de Santé Communautaire et Universitaire de Konobougou,,Jean-Marc Liotier,,,,,,
-8.01691013992604,12.6501259754789,2163840998,node,12,,pharmacy,,,,,71225653,,,,4a7e589c5d4146ea991ce0af0f3ef756,,,,,,0,3,,2019/06/13 16:50:55,,,,,Pharmacie Mosquée,,mapman44,,,,,pharmacy,
-7.96121306389028,12.5850201293118,3400339407,node,9,,doctors,,,,,29500821,,,,45e3fcd890d9446b8b5423c74a4356ee,,,,,,0,1,,2015/03/15 17:43:03,,,,,Cabinet Medical le Secours,,kalifaba,,,,,,
-7.94496507986455,12.5861787597875,7692328985,node,9,,pharmacy,,,,,95347947,,,,bca0b14809b3430687cd1e41ea2b0465,,,,,,0,2,,2020/12/05 20:47:58,,,,,PHARMACIE,,UNGSC-DTLM-Ale_Zena,,,,,,
-8.05100001068499,11.0699999316975,2163839543,node,12,,clinic,,,,,26816057,,,,f8b03fe6d4f0402b9f17399fe6240953,,,,OMS Survey,,0,2,,2014/11/16 08:09:48,,,,,Centre de Santé Communautaire de Lontola,,jgc,,,,,,
-8.12166674669345,12.4569443973635,2163839226,node,15,,clinic,,,,,26827982,,,,4611569b6f14471aaee4862298a4f941,,,,OMS Survey,,0,2,,2014/11/16 18:17:07,,,,,Centre de Santé Communautaire de Farabana,,jgc,yes,,,,,
-11.9251498556482,14.6377433550016,4210715400,node,9,,doctors,,,,,68404087,,,,4e85501be08343888cc024f0915b05ba,,,,,,0,3,,2019/03/22 09:57:06,,,,,Dispensaire,,Jean-Marc Liotier,,,,,,
-6.25976534191867,13.4399354447986,2163838952,node,18,,clinic,,,,,95319631,,,,edab53f36be748d19962ed3e00879a95,,,,OMS Survey,,0,3,,2020/12/05 00:01:35,,,,,Centre de Santé Communautaire de Darsalam,,Greg_Rose,yes,,,,clinic,
-8.26401635683217,11.3179923672261,2163839840,node,15,,clinic,,,,,26848408,,,,327e33a00c764a4dab8af9b641a459e5,,,,OMS Survey,,0,2,,2014/11/17 17:40:37,,,,,Centre de Santé Communautaire de Siékorolé,,jgc,yes,,,,,
,,581186564,way,9,,hospital,,,,,83472695,,,,5d2f5c3bb9504e2e8ad8a7b7c8ba5190,,,,,,0,2,,2020/04/13 11:18:06,,,,,,,_aahu_,,,,,hospital,
-5.46720635690093,12.3978979966386,3989847360,node,9,,clinic,,,,,37017389,,,,dd24f1ba02a0424981965173908a717c,,,,,,0,1,,2016/02/05 11:29:50,,,,,Maison Medicale,,Gilbertd,,,,,,
-5.48777286507973,12.3727607528403,6136459977,node,9,,clinic,,,,,67493210,,,,e92ac396cc4647ddb95f0286057b2db7,,,,,,0,2,,2019/02/23 12:57:01,,,,,Centre médical Bakoro,,Jean-Marc Liotier,,,,,,
-7.86866796803733,12.5930281996038,3386309113,node,15,,pharmacy,,,,,60210206,,,,fb67dc3571bc4eb7ac897c61981ede94,,24/7,,,,0,3,,2018/06/27 09:57:32,,,,,Pharmacie Nana Diarra,,Jean-Marc Liotier,,,,yes,,
-7.95471717274984,12.6683761447157,6516242986,node,12,,pharmacy,,,,,70855444,,,,57b6bffb9a66409e97e4860c694d6db6,,24/7,,,,0,1,,2019/06/02 12:21:51,,,,,Officine Ben sarl,,Personnel Usage,,,,,,
-8.02442107954079,12.6530969410587,5758446846,node,12,,pharmacy,,,,,71225653,,,,8dbc7e527aba43a184f84def83e8d602,,,,,,0,2,,2019/06/13 16:50:55,,,,,Pharmacie de la Mosquée,,mapman44,,,,,pharmacy,
-8.06984831253223,12.7512028429341,2163839393,node,15,,clinic,,,,,85777803,,,,a3c8a721d6be4903a7a4a017decacbef,,,,OMS Survey,,0,3,,2020/05/26 15:19:41,,,,,Centre de Santé Communautaire de Kati Coco,,Shamillah,yes,,,,,
-6.2574029025092,13.4380932701191,5077902825,node,9,,pharmacy,,,,,51703873,,,,cb1fb2df1a0b4f7090809674278a51a8,,,,,,0,1,,2017/09/03 22:26:06,,,,,Pharmacie souvenir,,Toure 15,,,,,,
-7.96940855353722,12.6666201360008,2163841687,node,9,,doctors,,,,,27238840,,,,68248d309fe546ccb4124c083977c425,,,,,,0,3,,2014/12/04 16:40:40,,,,,Clinique Kaïdara,,opendatamali,,,,,,
-8.00154988326543,12.5693329784274,6199862877,node,6,,pharmacy,,,,,66212928,,,,33b92d73c3704b949c7f6a46734223e9,,,,,,0,1,,2019/01/11 01:08:24,,,,,,,Nathalie SIDIBE,,,,,,
-7.98982200816405,12.5717965874082,5260848222,node,9,,pharmacy,,,,,54541145,,,,a8072ec1d4ea4c0bb60d03aba3022b4b,,,,,,0,2,,2017/12/11 14:09:12,,,,,Nouhoum Samake,,YayaZie,,,,,,
-8.05141533398722,12.5854318483957,3192801081,node,15,,clinic,,,,,56368813,,,,f5454dd94ee34bbd8563ed26ee621522,,,,OMS Survey,,0,2,,2018/02/14 23:42:30,,,,,Centre de Santé Communautaire ASACOSEK,,Nathalie SIDIBE,yes,,,,,
-7.95840973637391,12.5757581263051,2525525616,node,9,,hospital,,,,,42840324,,,,acd4ec0a2c6646abadaf1d1d39742cf0,,,,,,0,2,,2016/10/12 20:36:28,,,,,Clinique Espoir,,Zoumana Koumaré,,,,,,
-7.99727276571403,12.5728661182532,5223669130,node,9,,pharmacy,,,,,53698592,,,,0b3d1d766b4b4b869e2fbd54a3d9d06a,,,,,,0,1,,2017/11/11 19:23:20,,,,,Pharmacie Sigaroume,,Mathias Dolo,,,,,,
-9.87322676643535,13.4433591169688,6566471964,node,6,,pharmacy,,,,,71539565,,,,d07adfdce12844cd80e0e574b0610071,,,,,,0,1,,2019/06/23 19:22:41,,,,,,,Janmoellmann,,,,,,
-8.05445050494538,12.5994348234755,5760027453,node,9,,pharmacy,,,,,67882583,,,,cc30c257a02541738d4e09a90cfa0936,,,,,,0,2,,2019/03/07 13:09:25,,,,,Bibi Pharm,,Nathalie SIDIBE,,,,,,
-8.00626420088633,12.6408099930157,7747015491,node,9,,pharmacy,,,,,95347947,,,,c17878c611fb472c9c528a691ed3bdd6,,,,,,0,2,,2020/12/05 20:47:58,,,,,PHARMACIE DU BOULEVARD,,UNGSC-DTLM-Ale_Zena,,,,,,
,,421885626,way,12,,hospital,,,,,39676752,,,,1716fd96f1694ec9ac794f3c6b195d8b,,,,OMS Survey,,0,1,,2016/05/30 22:09:04,,,,,Hôpital Mali Gavardo,,Jean-Marc Liotier,,,,,,
-7.96542932882463,12.6758402294917,5009311422,node,9,,pharmacy,,,,,50777647,,,,a0f54c30edc24896b35a69bb90ebd64c,,,,,,0,1,,2017/08/02 10:56:54,,,,,Pharmacie Apsatou,,Toure 15,,,,,,
-8.83134086308473,13.1302688819002,6023771128,node,9,,doctors,,,,,68404386,,,,2469a741f189466aad56e2f0b970546d,,,,,,0,4,,2019/03/22 10:01:39,,,,,Centre de Santé Communautaire de Guénikoro,,Jean-Marc Liotier,,,,,,
-11.7876842128507,14.5861920520946,4210769831,node,9,,hospital,,,,,39605247,,,,f8d99c5db99e44e9ac6b05f9affb8958,,,,,,0,1,,2016/05/27 14:05:05,,,,,CSCOM,,Nathan Gouin,,,,,,
-11.2394083359312,12.8507120430388,5193700817,node,6,,clinic,,,,,53286072,,,,b4f88d9552e64048ab806cf887c00273,,,,,,0,1,,2017/10/27 10:25:38,,,,,,,Tamba1,,,,,,
-9.48587555145838,13.0428315502031,4643214008,node,12,,doctors,,,,,93314721,,,,5629b02ed3474724b549ea7789807240,,,,,,0,3,,2020/10/30 23:44:06,,,,,Cabinet médical Kita Gare,,Greg_Rose,,,,,doctor,
-11.4353036390181,14.4401228886036,5221806119,node,9,,pharmacy,,,,,53670942,,,,2186ba2544864b769cbd5c509248e3c9,,,,,,0,1,,2017/11/10 16:17:46,,,,,Pharmacie Traditionnelle Yacouba Samake,,Nathalie SIDIBE,,,,,,
-8.13687805693471,12.52058558977,2163841585,node,9,,doctors,,,,,26890257,,,,1df7261f91fe48a7b7c205f0f2263f8f,,,,,,0,2,,2014/11/19 16:36:27,,,,,doctors Médical KOULOUBA,,uliwanne,,,,,,
-7.1822941175449,12.5705726619068,2163839204,node,15,,clinic,,,,,26895573,,,,bc9b44a9f1c947fe8ffd98c39b39d337,,,,OMS Survey,,0,2,,2014/11/19 20:59:08,,,,,Centre de Santé Communautaire de Falako,,jgc,yes,,,,,
-8.0243257773017,12.5811552337585,4694383709,node,12,,pharmacy,,,,,78283447,,,,115d9bc71a8c4e4f828f3485d4666414,,,,,,0,2,,2019/12/11 23:25:56,,,,,Pharmacie du Plateau,,SerV,,,,,pharmacy,
-7.94090832254761,12.6798348769061,7726934222,node,9,,pharmacy,,,,,95347947,,,,dd74fa28dd71488d9918c791d146f14e,,,,,,0,2,,2020/12/05 20:47:58,,,,,PHARMACIE CAMP DIGUE,,UNGSC-DTLM-Ale_Zena,,,,,,
-7.95262965976448,12.5843861221558,3386480004,node,12,,pharmacy,,,,,29296423,,,,d1a020c5c064490b8a58864a999f1918,,,,,,0,1,,2015/03/06 19:36:39,,,,,Pharmacie Officine Telkinky,,kalifaba,,,,no,,
,,791342621,way,12,,hospital,,,,,83473580,,,,812d1612353b452db58c1a7c87d46e57,,,,,,0,1,,2020/04/13 11:31:02,,,,,CSCOM,,_aahu_,,,,,hospital,
-8.67576201134824,11.7167752408463,6060241680,node,6,,pharmacy,,,,,64476971,,,,924204f26a254e87a5edf9c7ca001811,,,,,,0,1,,2018/11/14 10:27:12,,,,,,,sulbi,,,,,,
-5.82551763014297,13.6924166409338,2163840962,node,12,,pharmacy,,,,,94875554,,,,6448504605684bcf9fd0725c7f372526,,,,,,0,3,,2020/11/27 06:40:02,,,,,Pharmacie Kenya,,Greg_Rose,,,,,pharmacy,
-7.44637863370025,13.54824698434,2163838835,node,15,,clinic,,,,,26881046,,,,a99fc3f0263d4134ab214e7526412da1,,,,OMS Survey,,0,2,,2014/11/19 07:55:35,,,,,Centre de Santé Communautaire de Banamba Central,,jgc,yes,,,,,
-7.80375121760588,13.403046688932,2163839740,node,15,,clinic,,,,,26881046,,,,592d0ee5df834cfda9b2c3ba2680f732,,,,OMS Survey,,0,2,,2014/11/19 07:55:39,,,,,Centre de Santé Communautaire de Sabougou,,jgc,yes,,,,,
-6.08649866282929,13.1361029379661,8821890417,node,9,,doctors,,,,,106172955,,,,9e47d59c04f3450dbfc287b72a4c48ff,,,,,,0,1,,2021/06/10 18:46:37,,,,,CSCom Saminè,,Toulassana,,,,,,
-8.18344145690131,12.2502235310518,2163839513,node,15,,clinic,,,,,26827982,,,,f9c8bbd00aa6474f84add219b5c0a80a,,,,OMS Survey,,0,2,,2014/11/16 18:17:07,,,,,Centre de Santé Communautaire de Koursalé,,jgc,no,,,,,
